system_id,name,purpose,parent_domain,affected_populations,affected_institutions,scope,classification,architecture_decision,authoritative_institution_requirement,major_dependencies,sensitive_data_classes,failure_abuse_consequences,human_rights_implications,required_specialists,required_standards,assurance_certification,accessibility_nondigital_alternatives,deployment_operating_model,lifecycle_status,maturity_target_y5,maturity_target_y10,maturity_target_y20,first_wave_funding_status,doc11_mapping,never_centralize_globally,notes
D-HEA-028,Medical device UDI registry,Device IDs,domain.health_public_health,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-HEA,false,
D-HEA-029,Radiology PACS bridge patterns,Imaging,domain.health_public_health,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-HEA,false,
D-HEA-030,Dental oral health record bridge,Dental,domain.health_public_health,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-HEA,false,
D-HEA-031,Primary care appointment booking,Appointments,domain.health_public_health,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-HEA,false,
D-HEA-032,Ambulance EMS dispatch bridge,EMS,domain.health_public_health,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-HEA,false,
D-HEA-033,Poison control knowledge base,Poison control,domain.health_public_health,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-HEA,false,
D-HEA-034,Healthcare workforce planning,Workforce analytics,domain.health_public_health,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-HEA,false,
D-HEA-035,Health equity disparity metrics,Equity metrics,domain.health_public_health,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-HEA,false,
D-HEA-036,Antimicrobial stewardship,AMS programs,domain.health_public_health,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-HEA,false,
D-ECO-015,Wage hour compliance toolkit,Wage/hour,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ECO,false,
D-ECO-016,Collective bargaining notice board,Labor notices,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-ECO,false,
D-ECO-017,OSH incident reporting,Occupational safety,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ECO,false,
D-ECO-018,Accounting chart standards pack,Chart of accounts patterns,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ECO,false,
D-ECO-019,Invoice e-invoicing interop,E-invoicing,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,integration,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,partial,SD-ECO,false,
D-ECO-020,Supply chain ESG disclosure,ESG supply,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-ECO,false,
D-ECO-021,Franchise licensing cases,Franchises,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-ECO,false,
D-ECO-022,Export import license cases,Trade licenses,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-ECO,false,
D-ECO-023,Price transparency publication,Price pubs,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-ECO,false,
D-ECO-024,Sectoral collective agreement registry,Sector agreements,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-ECO,false,
D-ECO-025,Unemployment insurance bridge,UI systems,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-ECO,false,
D-ECO-026,Workplace inspection scheduling,Inspections,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-ECO,false,
D-ECO-027,Economic development grant admin,Dev grants,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-ECO,false,
D-ECO-028,Antitrust merger notification,Merger notice,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,4,absent,SD-ECO,true,
D-ECO-029,Consumer credit installment rules aid,Installment aid,domain.economy_commerce_labor,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-ECO,false,
D-FIN-011,Deposit insurance notice bridge,Deposit insurance,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,integration,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,4,absent,SD-FIN,true,
D-FIN-012,Central bank reporting adapter,Reporting only,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-FIN,false,
D-FIN-013,FX settlement messaging bridge,FX messaging,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-FIN,false,
D-FIN-014,Trade finance document toolkit,Trade finance,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-FIN,false,
D-FIN-015,Pension fund disclosure portal,Pension disclosure,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-FIN,false,
D-FIN-016,Microfinance cooperative ledger,Microfinance,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-FIN,false,
D-FIN-017,Card scheme certification checklist,Card compliance,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,3,5,framework-only,SD-FIN,false,
D-FIN-018,Financial consumer complaint routing,Fin complaints,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-FIN,false,
D-FIN-019,Systemic risk indicator feed,Non-authoritative,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,0,2,4,absent,SD-FIN,false,
D-FIN-020,Islamic finance product labels,Where relevant,domain.finance_banking_payments_monetary,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-FIN,false,
D-TAX-007,VAT GST invoice matching,VAT matching,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,hidden-in-J-II,SD-TAX,false,
D-TAX-008,Tax treaty relief claim aid,Treaty relief,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-TAX,false,
D-TAX-009,Excise stamp tracking,Excise,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-TAX,false,
D-TAX-010,Fiscal transparency open data,Open fiscal data,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SD-TAX,false,
D-TAX-011,Debt management publication,Public debt pubs,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-TAX,false,
D-TAX-012,Transfer pricing documentation aid,TP docs,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-TAX,false,
D-TAX-013,Tax dispute case docket,Tax disputes,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-TAX,true,
D-TAX-014,Municipal fee collection bridge,Local fees,domain.taxation_fiscal,residents_and_institutions,governments_operators_partners,jurisdictional,integration,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,hidden-in-J-II,SD-TAX,false,
D-EDU-008,K12 enrollment transfer system,Enrollment,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EDU,false,
D-EDU-009,Special education IEP cases,Special education,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,education_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-EDU,false,
D-EDU-010,Teacher licensing registry,Teachers,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,hidden-in-J-II,SD-EDU,false,
D-EDU-011,Curriculum standards publication,Curricula,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EDU,false,
D-EDU-012,Library catalog interop,Libraries,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,integration,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EDU,false,
D-EDU-013,Open educational resources hub,OER,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SD-EDU,false,
D-EDU-014,Research data management plans,DMP tooling,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EDU,false,
D-EDU-015,Early childhood program registry,ECE,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EDU,false,
D-EDU-016,Adult literacy program cases,Adult literacy,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-EDU,false,
D-EDU-017,Exam integrity proctoring limits,Exam integrity — privacy constraints,domain.education_training_research,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-EDU,false,
D-SCI-006,Instrument facility booking,Shared instruments,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-SCI,false,
D-SCI-007,Specimen biobank consent,Biobanks,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,bio,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-SCI,false,
D-SCI-008,Open science reproducibility toolkit,Reproducibility,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-SCI,false,
D-SCI-009,Standards metrology registry,Metrology,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,integrate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-SCI,false,
D-SCI-010,Citizen science project platform,Citizen science,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-SCI,false,
D-SCI-011,Technology transfer case admin,Tech transfer,domain.science_innovation_knowledge,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-SCI,false,
D-HOU-007,Rental tenancy dispute mediation,Tenancy,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-HOU,false,
D-HOU-008,Eviction moratorium notice board,Notices,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,framework-only,SD-HOU,false,
D-HOU-009,Construction code compliance cases,Building codes,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SD-HOU,false,
D-HOU-010,Informal settlement upgrading,Upgrading programs,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,5,framework-only,SD-HOU,false,
D-HOU-011,Property valuation appeal,Valuation appeals,domain.housing_land_property_urban,residents_and_institutions,governments_operators_partners,jurisdictional,domain-specific,leave-to-J,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,1,3,4,absent,SD-HOU,true,
